,lr_l2,svm_linear_cal,rf,xgb,extratrees
lr_l2,1.0,0.04550026389635842,0.002699796063260207,1.973175400848959e-09,0.002699796063260207
svm_linear_cal,0.04550026389635842,1.0,5.733031438470704e-07,1.3322676295501878e-15,5.733031438470704e-07
rf,0.002699796063260207,5.733031438470704e-07,1.0,0.002699796063260207,1.0
xgb,1.973175400848959e-09,1.3322676295501878e-15,0.002699796063260207,1.0,0.002699796063260207
extratrees,0.002699796063260207,5.733031438470704e-07,1.0,0.002699796063260207,1.0
