,lr_l2,svm_linear_cal,rf,xgb,extratrees
lr_l2,1.0,0.04550026389635842,0.0002155994669548189,4.2249094049928715e-06,0.0002155994669548189
svm_linear_cal,0.04550026389635842,1.0,1.1980742842254699e-08,4.111577744936312e-11,1.1980742842254699e-08
rf,0.0002155994669548189,1.1980742842254699e-08,1.0,0.3681202506935193,1.0
xgb,4.2249094049928715e-06,4.111577744936312e-11,0.3681202506935193,1.0,0.3681202506935193
extratrees,0.0002155994669548189,1.1980742842254699e-08,1.0,0.3681202506935193,1.0
