mechanism,rate,feature,auroc_mean,auroc_std,missing_rate_mean,n_seeds,leak_strength
MAR,0.5,lab_50820,0.4310890567440301,0.008492858379970693,0.923563667353171,20,0.06891094325596991
MAR,0.5,lab_50821,0.431466089633804,0.007665539768747345,0.9286946949790498,20,0.068533910366196
MAR,0.5,lab_50861,0.4977920381596447,0.0076186431924836154,0.8034656629500745,20,0.0022079618403553214
MAR,0.5,lab_50863,0.4976996678495548,0.006987699880330944,0.8092322988424117,20,0.0023003321504451724
MAR,0.5,lab_50868,0.5611957731525226,0.007314800667996743,0.6431503444357645,20,0.06119577315252256
MAR,0.5,lab_50878,0.4992494352546819,0.007913622237144764,0.8014629642781053,20,0.0007505647453180941
MAR,0.5,lab_50882,0.5621114717085902,0.007335550912299795,0.6445777998721682,20,0.062111471708590216
MAR,0.5,lab_50885,0.4968246433728475,0.00776466818343483,0.8087032171010582,20,0.0031753566271525147
MAR,0.5,lab_50893,0.548970533097597,0.00900172125012605,0.6687948299126483,20,0.048970533097597024
MAR,0.5,lab_50902,0.5612893087777848,0.008764715703841299,0.6414317164974078,20,0.06128930877778482
MAR,0.5,lab_50912,0.5664084060238957,0.010061254893377235,0.635224770967971,20,0.06640840602389575
MAR,0.5,lab_50931,0.5639799553577426,0.006835224373343716,0.6437291385555003,20,0.06397995535774259
MAR,0.5,lab_50960,0.5503234996338162,0.00872756650983873,0.6655990341595057,20,0.050323499633816215
MAR,0.5,lab_50970,0.5506677154163971,0.006312357483026273,0.6728889993608409,20,0.05066771541639714
MAR,0.5,lab_50971,0.5664496449503484,0.009756230133230102,0.6396136638022868,20,0.06644964495034844
MAR,0.5,lab_50983,0.5636417595221007,0.005769881101689171,0.6407570485050778,20,0.06364175952210072
MAR,0.5,lab_51006,0.5633211502770091,0.008083491487984868,0.6397059867907109,20,0.06332115027700913
MAR,0.5,lab_51221,0.5705281361022986,0.006935692209914316,0.6168595980399119,20,0.07052813610229858
MAR,0.5,lab_51222,0.5664753175051305,0.00755307721553453,0.6257368084653079,20,0.06647531750513047
MAR,0.5,lab_51248,0.5680134368472454,0.00790132110141527,0.6270683900291172,20,0.06801343684724537
MAR,0.5,lab_51249,0.5701588075233155,0.008396404313867845,0.6273560116469,20,0.07015880752331549
MAR,0.5,lab_51250,0.5664267152116274,0.009999090228306555,0.627647184148853,20,0.06642671521162735
MAR,0.5,lab_51265,0.5700331265009158,0.00895746853670222,0.6259250053263263,20,0.07003312650091575
MAR,0.5,lab_51274,0.5069667477061102,0.0066988715473849545,0.7583481286840423,20,0.006966747706110166
MAR,0.5,lab_51275,0.5039043299651484,0.007533431861571384,0.767669199630708,20,0.0039043299651484453
MAR,0.5,lab_51277,0.5669009781319703,0.00616295291913261,0.6268624387472481,20,0.06690097813197027
MAR,0.5,lab_51279,0.5689977770468124,0.00660326386173351,0.626546410056104,20,0.06899777704681243
MAR,0.5,lab_51301,0.5680559530405465,0.009642185998927714,0.6262871955116824,20,0.06805595304054646
MAR,0.5,lab_52172,0.5329469711372296,0.00655004756267945,0.798071869895604,20,0.03294697113722955
MAR,0.5,marital_status,0.5898292920135303,0.0065649643662991745,0.6106633051629855,20,0.08982929201353029
MAR,0.5,race,0.5767993026021233,0.009097650172551163,0.59932888289184,20,0.07679930260212331
