mechanism,rate,split,seed,top1_model,top1_auroc,top2_model,top2_auroc,gap
MAR,0.3,S2,1012,xgb,0.9162591104770179,rf,0.8985261162901139,0.017732994186903994
MAR,0.3,S2,1013,xgb,0.9040060750607808,extratrees,0.8981425923491411,0.005863482711639723
MAR,0.3,S2,1014,xgb,0.9034694441243468,rf,0.897136563338375,0.006332880785971828
MAR,0.3,S2,1015,xgb,0.9048426133594928,extratrees,0.8936131472141909,0.011229466145301847
MAR,0.3,S2,1016,xgb,0.9113396780857599,extratrees,0.9065123559623001,0.004827322123459821
MAR,0.3,S2,1017,xgb,0.9114531747060297,extratrees,0.8895687093804016,0.021884465325628155
MAR,0.3,S2,1018,xgb,0.9110883849959016,extratrees,0.9039352959466557,0.007153089049245942
MAR,0.3,S2,1019,xgb,0.912793733718488,extratrees,0.9027377974185289,0.010055936299959156
MAR,0.3,S2,1020,xgb,0.9178086645544518,extratrees,0.8969575123731767,0.02085115218127509
MAR,0.4,S1,1001,xgb,0.8687429644100264,extratrees,0.8515421167617994,0.017200847648227047
MAR,0.4,S1,1002,xgb,0.8684796215803925,extratrees,0.8520321411111885,0.016447480469203968
MAR,0.4,S1,1003,xgb,0.8569250529913306,extratrees,0.8558296580354877,0.0010953949558428766
MAR,0.4,S1,1004,xgb,0.867980015253265,extratrees,0.850499106971399,0.017480908281865992
MAR,0.4,S1,1005,xgb,0.872658514443974,extratrees,0.8457818435551456,0.02687667088882839
MAR,0.4,S1,1006,xgb,0.8656062949327961,extratrees,0.847077020669964,0.01852927426283202
MAR,0.4,S1,1007,extratrees,0.866201153607331,xgb,0.8631550251198238,0.0030461284875071826
MAR,0.4,S1,1008,extratrees,0.8453875669457727,xgb,0.8413272066566447,0.004060360289127929
MAR,0.4,S1,1009,xgb,0.8732267373935155,extratrees,0.8463621518680002,0.026864585525515294
MAR,0.4,S1,1010,xgb,0.8657753423319242,extratrees,0.864175984367144,0.0015993579647801681
MAR,0.4,S1,1011,xgb,0.8675475286474473,extratrees,0.8463817782125929,0.02116575043485447
MAR,0.4,S1,1012,xgb,0.8743569958440863,extratrees,0.8644520164346716,0.009904979409414705
MAR,0.4,S1,1013,xgb,0.8593096931464256,extratrees,0.8477888157736343,0.011520877372791283
