mechanism,rate,split,seed,top1_model,top1_auroc,top2_model,top2_auroc,gap
MAR,0.4,S1,1014,xgb,0.8606885924769048,extratrees,0.8498062921224608,0.01088230035444393
MAR,0.4,S1,1015,xgb,0.8651642211654996,extratrees,0.8519314252261605,0.013232795939339126
MAR,0.4,S1,1016,xgb,0.8751615960659105,extratrees,0.8576386687253615,0.017522927340548944
MAR,0.4,S1,1017,xgb,0.8781762082096727,extratrees,0.8538013470824908,0.0243748611271819
MAR,0.4,S1,1018,xgb,0.8635295130213395,extratrees,0.8561831778451211,0.00734633517621841
MAR,0.4,S1,1019,xgb,0.8714099582922488,extratrees,0.8512613327626524,0.020148625529596398
MAR,0.4,S1,1020,xgb,0.8641865701881388,extratrees,0.8447929217706978,0.019393648417441067
MAR,0.4,S2,1001,xgb,0.8668107942137713,extratrees,0.8498192497975753,0.01699154441619599
MAR,0.4,S2,1002,xgb,0.8585421121566214,extratrees,0.8478242447004039,0.0107178674562175
MAR,0.4,S2,1003,xgb,0.8508588059541612,extratrees,0.8360178864507144,0.014840919503446792
MAR,0.4,S2,1004,xgb,0.8785532222495073,extratrees,0.8548405314534566,0.02371269079605065
MAR,0.4,S2,1005,xgb,0.8566063188257284,extratrees,0.8443082504922155,0.01229806833351288
MAR,0.4,S2,1006,xgb,0.8721049106334375,extratrees,0.8612559878890454,0.010848922744392087
MAR,0.4,S2,1007,xgb,0.8589665517903573,extratrees,0.8480986811577942,0.010867870632563115
MAR,0.4,S2,1008,xgb,0.8721824096462811,extratrees,0.8550167767631575,0.01716563288312367
MAR,0.4,S2,1009,xgb,0.8636592027250641,extratrees,0.8461018912656824,0.017557311459381775
MAR,0.4,S2,1010,xgb,0.8510419286282345,extratrees,0.8437597883431497,0.007282140285084782
MAR,0.4,S2,1011,xgb,0.8571638947807456,extratrees,0.8505595850961314,0.006604309684614229
MAR,0.4,S2,1012,xgb,0.8589023835787817,extratrees,0.8539959568346802,0.004906426744101466
MAR,0.4,S2,1013,xgb,0.861961040481021,extratrees,0.8475180237327289,0.01444301674829207
MAR,0.4,S2,1014,xgb,0.8753981572892504,extratrees,0.8599330947522505,0.015465062536999863
MAR,0.4,S2,1015,xgb,0.8605549115317738,extratrees,0.854742845911008,0.0058120656207657495
MAR,0.4,S2,1016,xgb,0.865604385366345,extratrees,0.8517504300691543,0.01385395529719069
MAR,0.4,S2,1017,xgb,0.8781538213998292,extratrees,0.8484015615543935,0.029752259845435725
MAR,0.4,S2,1018,xgb,0.8701800749478761,extratrees,0.857920500972412,0.012259573975464066
MAR,0.4,S2,1019,xgb,0.8675179234362276,extratrees,0.8446570702315229,0.022860853204704656
MAR,0.4,S2,1020,xgb,0.8598288971362955,extratrees,0.8447853054969127,0.015043591639382847
MAR,0.5,S1,1001,extratrees,0.782751189997188,xgb,0.781488311908571,0.0012628780886169144
MAR,0.5,S1,1002,xgb,0.7817139707771305,extratrees,0.7690337688207067,0.01268020195642372
MAR,0.5,S1,1003,extratrees,0.7775105642393906,xgb,0.7675409378410907,0.009969626398299902
MAR,0.5,S1,1004,rf,0.7711484616610733,xgb,0.7663871457497322,0.004761315911341102
MAR,0.5,S1,1005,extratrees,0.7708798592828299,xgb,0.7671367483074808,0.0037431109753490732
MAR,0.5,S1,1006,xgb,0.7804680292718107,rf,0.7616623553244052,0.01880567394740551
MAR,0.5,S1,1007,extratrees,0.7960596211563231,rf,0.7913937235551852,0.004665897601137892
MAR,0.5,S1,1008,xgb,0.7665857575390926,rf,0.7623704033084172,0.004215354230675428
MAR,0.5,S1,1009,xgb,0.7682345406808844,rf,0.7664150330857055,0.0018195075951789041
MAR,0.5,S1,1010,extratrees,0.7811068962393993,rf,0.7735225682117479,0.00758432802765141
MAR,0.5,S1,1011,xgb,0.7853351700805555,extratrees,0.7830361998432405,0.0022989702373150678
MAR,0.5,S1,1012,xgb,0.7811795736548954,rf,0.7663486748158512,0.014830898839044204
MAR,0.5,S1,1013,extratrees,0.7787751157905264,rf,0.7669983375563053,0.011776778234221075
MAR,0.5,S1,1014,extratrees,0.7802425267906711,xgb,0.7758233404740551,0.004419186316615975
MAR,0.5,S1,1015,rf,0.7684810512460992,xgb,0.7673608099815078,0.0011202412645914261
MAR,0.5,S1,1016,xgb,0.779422780380888,rf,0.7664761728535512,0.012946607527336784
MAR,0.5,S1,1017,rf,0.7657861879294676,xgb,0.7634431327051937,0.0023430552242739155
MAR,0.5,S1,1018,xgb,0.7679969324157153,rf,0.7631980053130409,0.004798927102674377
MAR,0.5,S1,1019,xgb,0.7876397572848546,extratrees,0.7847516893420089,0.0028880679428456846
MAR,0.5,S1,1020,rf,0.769109677498386,xgb,0.7682978472314004,0.0008118302669856137
MAR,0.5,S2,1001,extratrees,0.7690149741879967,xgb,0.765036208256499,0.0039787659314977075
MAR,0.5,S2,1002,xgb,0.782748153555997,rf,0.7703093865080912,0.012438767047905808
MAR,0.5,S2,1003,rf,0.7793912742119508,extratrees,0.777297790723342,0.002093483488608716
MAR,0.5,S2,1004,xgb,0.780586619771138,extratrees,0.7752147437427916,0.005371876028346323
MAR,0.5,S2,1005,xgb,0.7907304479493525,extratrees,0.7745002964406276,0.016230151508724977
MAR,0.5,S2,1006,xgb,0.7806549005955895,rf,0.7764718548988122,0.004183045696777299
MAR,0.5,S2,1007,xgb,0.7752789760556484,extratrees,0.7679718666169572,0.007307109438691284
MAR,0.5,S2,1008,xgb,0.79157448312907,rf,0.7871428558106401,0.004431627318429832
MAR,0.5,S2,1009,xgb,0.7890951583086243,extratrees,0.7874165291340267,0.0016786291745976012
MAR,0.5,S2,1010,rf,0.7750254956056123,xgb,0.7739563098148967,0.0010691857907155766
MAR,0.5,S2,1011,xgb,0.7731025408222488,extratrees,0.7696307188074896,0.0034718220147592627
MAR,0.5,S2,1012,rf,0.7682857704735075,xgb,0.7637112959115,0.004574474562007547
MAR,0.5,S2,1013,xgb,0.7905857021947086,extratrees,0.7769572902736493,0.013628411921059236
MAR,0.5,S2,1014,xgb,0.7731922180282476,extratrees,0.7668562169714348,0.006336001056812757
MAR,0.5,S2,1015,extratrees,0.7725378734556912,xgb,0.7686935786792415,0.0038442947764497637
MAR,0.5,S2,1016,xgb,0.7829192960642246,extratrees,0.7795822836379522,0.003337012426272379
MAR,0.5,S2,1017,xgb,0.7698368107425,extratrees,0.7685385688514252,0.0012982418910747473
MAR,0.5,S2,1018,xgb,0.76230729129241,extratrees,0.7579103929712235,0.004396898321186504
MAR,0.5,S2,1019,xgb,0.7846255410566647,extratrees,0.7782433474062479,0.006382193650416812
MAR,0.5,S2,1020,rf,0.7737771769434543,extratrees,0.7658127268083925,0.007964450135061751
MCAR,0.0,S1,1001,xgb,0.9600384894535464,rf,0.9517452509750148,0.008293238478531584
MCAR,0.0,S1,1002,xgb,0.9550617483457096,extratrees,0.9493766327872983,0.0056851155584112245
MCAR,0.0,S1,1003,xgb,0.9533960065247978,rf,0.9511291524128351,0.0022668541119627017
MCAR,0.0,S1,1004,xgb,0.9555144604829993,extratrees,0.9509019326956581,0.004612527787341114
MCAR,0.0,S1,1005,xgb,0.9579001868186763,extratrees,0.9505889094573263,0.007311277361349955
MCAR,0.0,S1,1006,xgb,0.957176169270849,extratrees,0.9511864839365176,0.005989685334331418
MCAR,0.0,S1,1007,xgb,0.9573386463856224,rf,0.9521714226294495,0.005167223756172845
MCAR,0.0,S1,1008,xgb,0.9516985525752559,rf,0.9486893203306593,0.0030092322445965936
MCAR,0.0,S1,1009,xgb,0.9581727656373541,rf,0.9507452238138777,0.00742754182347638
MCAR,0.0,S1,1010,xgb,0.9523843870763748,extratrees,0.950210864239998,0.00217352283637684
MCAR,0.0,S1,1011,xgb,0.9544375251639947,rf,0.9490058435961627,0.005431681567832025
MCAR,0.0,S1,1012,xgb,0.9567830059632003,rf,0.9498715441156496,0.006911461847550759
MCAR,0.0,S1,1013,xgb,0.9564389419165785,rf,0.9507423072068086,0.005696634709769888
MCAR,0.0,S1,1014,xgb,0.9544847984862613,rf,0.9525366068208732,0.001948191665388177
MCAR,0.0,S1,1015,xgb,0.9543621776080237,extratrees,0.9495521319797234,0.00481004562830023
MCAR,0.0,S1,1016,xgb,0.9544051784842607,extratrees,0.9502716844260986,0.004133494058162102
MCAR,0.0,S1,1017,xgb,0.9581064042925757,extratrees,0.9498940874438857,0.008212316848689949
MCAR,0.0,S1,1018,xgb,0.9559385272454024,rf,0.948994936705305,0.006943590540097411
MCAR,0.0,S1,1019,xgb,0.960275807411079,rf,0.9507031541306208,0.009572653280458199
MCAR,0.0,S1,1020,xgb,0.9552839155340621,rf,0.9504970534726725,0.004786862061389563
MCAR,0.0,S2,1001,xgb,0.9575756732180458,extratrees,0.9466189970212859,0.010956676196759885
MCAR,0.0,S2,1002,xgb,0.9556778162288098,rf,0.9493668972234133,0.006310919005396487
MCAR,0.0,S2,1003,xgb,0.9570175299972792,rf,0.9487448222789456,0.00827270771833355
MCAR,0.0,S2,1004,xgb,0.9554435685130205,rf,0.9507868502472464,0.0046567182657740736
MCAR,0.0,S2,1005,xgb,0.9574439560358007,rf,0.9516789153913191,0.005765040644481578
MCAR,0.0,S2,1006,xgb,0.9538152843972177,rf,0.9494840607215206,0.00433122367569716
MCAR,0.0,S2,1007,xgb,0.957602446864475,rf,0.9494855057516386,0.008116941112836451
MCAR,0.0,S2,1008,xgb,0.9568999956244472,rf,0.9474312804940148,0.009468715130432348
MCAR,0.0,S2,1009,xgb,0.9565586085605986,rf,0.9499651733909303,0.00659343516966826
MCAR,0.0,S2,1010,xgb,0.9585421807235592,extratrees,0.948325868431585,0.010216312291974283
MCAR,0.0,S2,1011,xgb,0.9566203155412056,extratrees,0.9481265139843508,0.008493801556854863
MCAR,0.0,S2,1012,xgb,0.9527895192510186,extratrees,0.948171125140153,0.00461839411086562
MCAR,0.0,S2,1013,xgb,0.9588901979371489,extratrees,0.9514537354449086,0.007436462492240281
MCAR,0.0,S2,1014,xgb,0.95592632211658,rf,0.9492537688399263,0.0066725532766537254
MCAR,0.0,S2,1015,xgb,0.9562690215866511,extratrees,0.946373658502686,0.009895363083965103
MCAR,0.0,S2,1016,xgb,0.9588392574046065,extratrees,0.9487013037975046,0.010137953607101902
MCAR,0.0,S2,1017,xgb,0.9585855573469606,rf,0.9513151350293333,0.007270422317627312
MCAR,0.0,S2,1018,xgb,0.9563580573387547,rf,0.9490359347447315,0.007322122594023206
MCAR,0.0,S2,1019,xgb,0.9581669660773142,rf,0.9493444817258727,0.008822484351441506
MCAR,0.0,S2,1020,xgb,0.9557001805864527,rf,0.9499417211668906,0.005758459419562101
MCAR,0.05,S1,1001,xgb,0.956958278154028,rf,0.9488691298628794,0.008089148291148596
MCAR,0.05,S1,1002,xgb,0.95264411472241,rf,0.9502260853636496,0.002418029358760343
MCAR,0.05,S1,1003,rf,0.9476807718458213,xgb,0.9461140509047702,0.0015667209410511473
MCAR,0.05,S1,1004,xgb,0.9531936515243608,rf,0.9515670118226385,0.0016266397017222767
MCAR,0.05,S1,1005,xgb,0.9534136336103515,extratrees,0.947618109294529,0.00579552431582242
MCAR,0.05,S1,1006,xgb,0.9496902679537069,rf,0.9487975726339251,0.0008926953197818666
MCAR,0.05,S1,1007,xgb,0.9528168490724115,extratrees,0.9501853703636595,0.002631478708752022
MCAR,0.05,S1,1008,xgb,0.9481546597674179,rf,0.9468966075955878,0.0012580521718300597
MCAR,0.05,S1,1009,xgb,0.9548228948895037,rf,0.9477175281043702,0.007105366785133516
MCAR,0.05,S1,1010,xgb,0.9501032812313621,extratrees,0.949276858548434,0.0008264226829280963
MCAR,0.05,S1,1011,xgb,0.952907220956891,extratrees,0.9508748312131565,0.0020323897437344307
MCAR,0.05,S1,1012,xgb,0.9546644628945293,extratrees,0.946013723763906,0.008650739130623308
MCAR,0.05,S1,1013,xgb,0.9505534638176549,rf,0.9465584852061205,0.003994978611534417
MCAR,0.05,S1,1014,xgb,0.9515734051222567,rf,0.9496635612821114,0.0019098438401453643
MCAR,0.05,S1,1015,xgb,0.949285751044562,extratrees,0.9431692788292398,0.006116472215322188
MCAR,0.05,S1,1016,xgb,0.9503628695864517,rf,0.946609661012222,0.0037532085742296717
MCAR,0.05,S1,1017,xgb,0.9550240862077661,extratrees,0.9487980195445376,0.006226066663228558
MCAR,0.05,S1,1018,xgb,0.950881027078754,rf,0.9470400338933924,0.003840993185361574
MCAR,0.05,S1,1019,xgb,0.955454453562384,extratrees,0.9509555525444153,0.004498901017968682
MCAR,0.05,S1,1020,xgb,0.9524777594427116,extratrees,0.9472094299665799,0.005268329476131761
MCAR,0.05,S2,1001,xgb,0.9553508588038889,rf,0.9457474802363146,0.009603378567574317
MCAR,0.05,S2,1002,xgb,0.9529234349930981,extratrees,0.9452571568060847,0.007666278187013376
MCAR,0.05,S2,1003,xgb,0.9549555064794781,extratrees,0.9462879453034168,0.008667561176061378
MCAR,0.05,S2,1004,xgb,0.94831727264268,extratrees,0.9447697203084067,0.003547552334273285
MCAR,0.05,S2,1005,xgb,0.9560739591681179,rf,0.9486378213927038,0.007436137775414076
MCAR,0.05,S2,1006,xgb,0.9518860054088482,rf,0.9466370842713022,0.005248921137545937
MCAR,0.05,S2,1007,xgb,0.9526745507634565,extratrees,0.9444869976580448,0.008187553105411749
MCAR,0.05,S2,1008,xgb,0.9541759847978488,extratrees,0.9450333903166163,0.009142594481232558
MCAR,0.05,S2,1009,xgb,0.9531196082675037,rf,0.9467342378753241,0.006385370392179679
MCAR,0.05,S2,1010,xgb,0.9531129257559169,rf,0.9463167970452997,0.006796128710617189
MCAR,0.05,S2,1011,xgb,0.9563635714863377,extratrees,0.9482384962279019,0.008125075258435754
MCAR,0.05,S2,1012,xgb,0.950124652470894,rf,0.9455635898706062,0.0045610626002877686
MCAR,0.05,S2,1013,xgb,0.9546797435152149,rf,0.9469216811931289,0.007758062322085979
MCAR,0.05,S2,1014,xgb,0.954334650589216,rf,0.9462860395306436,0.008048611058572352
MCAR,0.05,S2,1015,xgb,0.9510590225930227,extratrees,0.9451719402319663,0.005887082361056395
MCAR,0.05,S2,1016,xgb,0.9516210845864528,rf,0.9472779553408757,0.004343129245577115
MCAR,0.05,S2,1017,xgb,0.9534170986470325,rf,0.9470320562700891,0.006385042376943373
MCAR,0.05,S2,1018,xgb,0.9509203924893856,rf,0.9438181777960304,0.007102214693355258
MCAR,0.05,S2,1019,xgb,0.956895341676614,rf,0.9488872708427223,0.008008070833891767
MCAR,0.05,S2,1020,xgb,0.9537917397620541,rf,0.9465070666185946,0.007284673143459486
MCAR,0.1,S1,1001,xgb,0.9529216526145543,rf,0.9477583728459003,0.00516327976865405
MCAR,0.1,S1,1002,xgb,0.9521147276851781,rf,0.9459592126260613,0.006155515059116823
MCAR,0.1,S1,1003,xgb,0.9472123415405385,rf,0.9427697321453554,0.004442609395183039
MCAR,0.1,S1,1004,xgb,0.9458114917110892,rf,0.9440891928214518,0.0017222988896374858
