mechanism,rate,split,seed,winner_model,winner_auroc,winner_ap,winner_brier
MAR,0.0,S2,1017,xgb,0.9585855573469606,0.5689135019271456,0.01591775361448522
MAR,0.0,S2,1018,xgb,0.9563580573387547,0.567944954341838,0.015895381011068778
MAR,0.0,S2,1019,xgb,0.9581669660773142,0.5534323469646869,0.01608034037053582
MAR,0.0,S2,1020,xgb,0.9557001805864527,0.5569286141341275,0.01605222281068558
MAR,0.05,S1,1001,xgb,0.9537144863613942,0.5437786590336453,0.01639902312308546
MAR,0.05,S1,1002,xgb,0.9521841663797221,0.5497801342019942,0.01636379882693286
MAR,0.05,S1,1003,extratrees,0.9471184330804017,0.528447021600375,0.01770573362292386
MAR,0.05,S1,1004,xgb,0.9500526514632197,0.5228434416872146,0.01685623973608014
MAR,0.05,S1,1005,xgb,0.953671443734752,0.5258432484615962,0.016994662210345218
MAR,0.05,S1,1006,xgb,0.9494041819179786,0.5384915838998744,0.01662591397762294
MAR,0.05,S1,1007,xgb,0.9491279148992398,0.5338392239160706,0.0166750773787498
MAR,0.05,S1,1008,xgb,0.9479060586667429,0.5267140616693341,0.01700522229075426
MAR,0.05,S1,1009,xgb,0.9519650121079707,0.5250856420177616,0.01702012903988356
MAR,0.05,S1,1010,xgb,0.9485976198556176,0.543109627479345,0.01642262954264876
MAR,0.05,S1,1011,extratrees,0.9488807023631324,0.5379353696092514,0.01731647124351312
MAR,0.05,S1,1012,xgb,0.9542451769638769,0.5605228986353236,0.01640090849250548
MAR,0.05,S1,1013,xgb,0.9495324501332701,0.5484818588732097,0.016306358389556318
MAR,0.05,S1,1014,rf,0.949551485643142,0.5455051400703916,0.01694179451370684
MAR,0.05,S1,1015,xgb,0.9475930576852521,0.5423546832909119,0.01657725684344764
MAR,0.05,S1,1016,xgb,0.9502936786674223,0.5198059660683104,0.01694782916456456
MAR,0.05,S1,1017,xgb,0.9531821405355752,0.5546043627300274,0.016209709085524042
MAR,0.05,S1,1018,xgb,0.9524770631126428,0.5390911508809315,0.0166098171845078
MAR,0.05,S1,1019,xgb,0.9548839848430593,0.5272710905979184,0.0168519109487533
MAR,0.05,S1,1020,xgb,0.9520156391076429,0.5350806042078176,0.0166037103161215
MAR,0.05,S2,1001,xgb,0.9537723384106723,0.5227150041829832,0.01676902491599318
MAR,0.05,S2,1002,xgb,0.951710228145188,0.5404482129054966,0.0163337251171469
MAR,0.05,S2,1003,xgb,0.9538550781006722,0.5426212531796262,0.01638115737587208
MAR,0.05,S2,1004,xgb,0.9488864779878341,0.5290927819444002,0.01678692605346436
MAR,0.05,S2,1005,xgb,0.9530504097619911,0.5330036147980711,0.01648306045681232
MAR,0.05,S2,1006,xgb,0.9499736460189677,0.5414367475649116,0.01640219315886492
MAR,0.05,S2,1007,xgb,0.951901101990339,0.535077134390892,0.01653657928109162
MAR,0.05,S2,1008,xgb,0.9528296690099163,0.5370869956447633,0.01647461969405406
MAR,0.05,S2,1009,xgb,0.9509495082367344,0.5317641094174655,0.01675770282745356
MAR,0.05,S2,1010,xgb,0.9505176042036869,0.5157423780926013,0.01676630340516562
MAR,0.05,S2,1011,xgb,0.9539927252376188,0.5228936930200438,0.01672327872365706
MAR,0.05,S2,1012,xgb,0.9464164189796559,0.5204214832501929,0.01696482244879002
MAR,0.05,S2,1013,xgb,0.9548831639498617,0.5361227809529983,0.016675559431314418
MAR,0.05,S2,1014,xgb,0.9529229019182648,0.5463187386968923,0.016150935366749698
