mechanism,rate,split,model,seed,fold,auroc,ap,brier,ece
MCAR,0.3,S1,extratrees,1001,1,0.9231987451932808,0.3595689113978478,0.0201736480889835,0.0037877174298899
MCAR,0.3,S1,extratrees,1001,2,0.936850611867929,0.4583811830787233,0.0185708806818181,0.0077142518939393
MCAR,0.3,S1,extratrees,1001,3,0.9235229225993484,0.4617481605972887,0.0196141853618461,0.0105805465517497
MCAR,0.3,S1,extratrees,1001,4,0.9077532798833818,0.461023639568917,0.0198216336382738,0.0113771727562436
MCAR,0.3,S1,extratrees,1001,5,0.934118885649498,0.468856611197314,0.0192850963782759,0.0123187078749472
MCAR,0.3,S1,lr_l2,1002,1,0.850612224246104,0.3428796062474287,0.0205501108457589,0.0041469013015958
MCAR,0.3,S1,lr_l2,1002,2,0.881623438261628,0.3935531137576747,0.0191278852156808,0.0046216557364736
MCAR,0.3,S1,lr_l2,1002,3,0.8731368172605762,0.4450756561842168,0.018059249675968,0.0080320235374899
MCAR,0.3,S1,lr_l2,1002,4,0.8869148850016197,0.462824815524593,0.018272933433545,0.0057092902960543
MCAR,0.3,S1,lr_l2,1002,5,0.8109106737933269,0.2925882870416559,0.0211812315117166,0.0049579221103849
MCAR,0.3,S1,svm_linear_cal,1002,1,0.8347298117789921,0.3449555727630313,0.0202902939429655,0.0068375110600711
MCAR,0.3,S1,svm_linear_cal,1002,2,0.872295338515611,0.410194075107948,0.0191247973796408,0.0062751230173939
MCAR,0.3,S1,svm_linear_cal,1002,3,0.8524949331691424,0.4516415010450465,0.0184195024222796,0.0096871439277254
MCAR,0.3,S1,svm_linear_cal,1002,4,0.8785936993845157,0.4473775786737161,0.0196271070312509,0.0103713204022453
MCAR,0.3,S1,svm_linear_cal,1002,5,0.7806881681243927,0.2799682952378822,0.0214796789183264,0.0045446892070093
MCAR,0.3,S1,rf,1002,1,0.9250101194090266,0.4404144178594683,0.0188120754490852,0.0063953168428334
MCAR,0.3,S1,rf,1002,2,0.938536134841838,0.4202656053030556,0.0187089318826886,0.0069291300388682
MCAR,0.3,S1,rf,1002,3,0.933466738500218,0.5342990529130891,0.017145276304587,0.0065999489406937
MCAR,0.3,S1,rf,1002,4,0.9497489471979268,0.5593224906634234,0.0170863579600091,0.0102384697647436
MCAR,0.3,S1,rf,1002,5,0.9044075963718822,0.3764484073869444,0.0200536829699224,0.0035387740937391
MCAR,0.3,S1,xgb,1002,1,0.9220552519732848,0.4158504112879639,0.0188344698399305,0.0064205383216123
MCAR,0.3,S1,xgb,1002,2,0.939762436183586,0.4517868758116499,0.0180413406342268,0.0056199305200162
MCAR,0.3,S1,xgb,1002,3,0.942153467251597,0.5564248594389659,0.0158815160393714,0.0052451128580938
MCAR,0.3,S1,xgb,1002,4,0.9471878036929058,0.5697902455974733,0.0163471177220344,0.0073337310139488
MCAR,0.3,S1,xgb,1002,5,0.9228721250404924,0.3733744893106442,0.0199764538556337,0.0063272970073636
MCAR,0.3,S1,extratrees,1002,1,0.9142531876138434,0.4275277335777178,0.0191796217410168,0.0058466453674121
MCAR,0.3,S1,extratrees,1002,2,0.9344005746684112,0.453853788488481,0.0191380424874858,0.0112439837730419
MCAR,0.3,S1,extratrees,1002,3,0.92603709689833,0.5067021055030527,0.0185036387383904,0.0116937313555875
MCAR,0.3,S1,extratrees,1002,4,0.9516115970197604,0.5664300081072586,0.0176416952730429,0.015728574810606
MCAR,0.3,S1,extratrees,1002,5,0.9002976190476191,0.3911531872963867,0.0201119693023989,0.0044093276515151
MCAR,0.3,S1,lr_l2,1003,1,0.8918032786885246,0.3808368148430291,0.0196238972547558,0.0034891029876303
MCAR,0.3,S1,lr_l2,1003,2,0.8643936478616692,0.3781698246623908,0.0195114689608625,0.0057583398728083
MCAR,0.3,S1,lr_l2,1003,3,0.8928089484081172,0.3458257018893959,0.0200959571072874,0.0029723728384828
MCAR,0.3,S1,lr_l2,1003,4,0.8794288548752835,0.3320662163733701,0.0206271524510962,0.0046959149606584
MCAR,0.3,S1,lr_l2,1003,5,0.8261206268221574,0.2979749540193904,0.020979269730432,0.0061963483006398
MCAR,0.3,S1,svm_linear_cal,1003,1,0.8734618498279701,0.4033441759769752,0.0193872544695057,0.0060230985433701
MCAR,0.3,S1,svm_linear_cal,1003,2,0.8327663613740732,0.3710221623859608,0.0201751908827781,0.0063251030398319
MCAR,0.3,S1,svm_linear_cal,1003,3,0.8799302188357834,0.3453108504907203,0.0204779952595041,0.0072633538956828
MCAR,0.3,S1,svm_linear_cal,1003,4,0.8765387107223842,0.353373990460397,0.0204100174485897,0.0056737207710867
MCAR,0.3,S1,svm_linear_cal,1003,5,0.8066083576287657,0.2952430807833778,0.0210391957519903,0.0044627920059171
MCAR,0.3,S1,rf,1003,1,0.9404776361060514,0.5269180899437523,0.0188399863684656,0.0130920556062605
MCAR,0.3,S1,rf,1003,2,0.9542522896944508,0.5161337626517644,0.0174116299715909,0.0064985795454545
MCAR,0.3,S1,rf,1003,3,0.9247030452294824,0.4243329498199601,0.0189965996117199,0.0036488991657361
MCAR,0.3,S1,rf,1003,4,0.9461400631681244,0.4561918599856965,0.0182956109980522,0.0072794446356972
MCAR,0.3,S1,rf,1003,5,0.899133462908973,0.4264571398106916,0.0191052803424873,0.0056575520833333
MCAR,0.3,S1,xgb,1003,1,0.9476017000607164,0.5210763673794852,0.0169501565396785,0.0028909171408175
MCAR,0.3,S1,xgb,1003,2,0.947818055876241,0.5165382605562506,0.0168193001300096,0.0027988442935896
MCAR,0.3,S1,xgb,1003,3,0.9278278047153596,0.4641972205141217,0.0180979091674089,0.0068586108123285
MCAR,0.3,S1,xgb,1003,4,0.9465702947845804,0.4317318255623214,0.018366428092122,0.0038934901344563
MCAR,0.3,S1,xgb,1003,5,0.915294987042436,0.4793312363823555,0.0176898408681154,0.0064918228524571
MCAR,0.3,S1,extratrees,1003,1,0.948115260068812,0.5615276318903024,0.017918338066501,0.0099165779197728
MCAR,0.3,S1,extratrees,1003,2,0.9539367351650888,0.5025844473111651,0.0180507052951388,0.0096478456439393
MCAR,0.3,S1,extratrees,1003,3,0.9255855717181046,0.4291805523147115,0.0199995531125436,0.009631316742348
MCAR,0.3,S1,extratrees,1003,4,0.9405419906057662,0.4494384343880497,0.0196097593190278,0.0119564672113648
MCAR,0.3,S1,extratrees,1003,5,0.9083657272432782,0.4156792941132379,0.0194699248342803,0.005337949810606
MCAR,0.3,S1,lr_l2,1004,1,0.8463165351143495,0.4682865293637719,0.0176482907016786,0.0048713684888803
MCAR,0.3,S1,lr_l2,1004,2,0.8339464840042073,0.3018140410790568,0.0208464782205018,0.0046435301716066
MCAR,0.3,S1,lr_l2,1004,3,0.8971702711716564,0.4298698895904596,0.0185678200543105,0.0076375876080617
MCAR,0.3,S1,lr_l2,1004,4,0.8407383786848073,0.363611829679635,0.0203263347342436,0.0073231047349684
MCAR,0.3,S1,lr_l2,1004,5,0.8271177518626498,0.3285485460755487,0.0204227791766164,0.0050866880778224
MCAR,0.3,S1,svm_linear_cal,1004,1,0.8262902246508803,0.4699978515038489,0.0180278312475713,0.0091633801501646
MCAR,0.3,S1,svm_linear_cal,1004,2,0.8206418840914338,0.283078302250294,0.0210287978805624,0.0051030674693554
MCAR,0.3,S1,svm_linear_cal,1004,3,0.8855434977808565,0.4191954260792132,0.019341607675858,0.0094696767995518
MCAR,0.3,S1,svm_linear_cal,1004,4,0.8187408892128278,0.3486302190462045,0.0213889883168693,0.0082435118040159
MCAR,0.3,S1,svm_linear_cal,1004,5,0.8193533365727242,0.3469547250349755,0.02027312055269,0.0060469302108736
MCAR,0.3,S1,rf,1004,1,0.9464835053632868,0.558035229016693,0.0168199458521016,0.0082610435009222
MCAR,0.3,S1,rf,1004,2,0.923020087739552,0.4028309802350388,0.0191766914273666,0.0048169498639472
MCAR,0.3,S1,rf,1004,3,0.9434002924651737,0.5572573947724262,0.0167949974783974,0.0073347272538139
MCAR,0.3,S1,rf,1004,4,0.9086668893747976,0.3670262171833403,0.0200342753708964,0.0034937263257575
MCAR,0.3,S1,rf,1004,5,0.937110260770975,0.43365386704962,0.0188489619078358,0.0056150614317182
MCAR,0.3,S1,xgb,1004,1,0.9444444444444444,0.5523266706783992,0.0161366537213325,0.0056459875470492
MCAR,0.3,S1,xgb,1004,2,0.9232201954898792,0.3936880002238437,0.0188278034329414,0.0054187339561415
MCAR,0.3,S1,xgb,1004,3,0.9527797018907618,0.5205655859607738,0.0165806543081998,0.0029286059880178
MCAR,0.3,S1,xgb,1004,4,0.919162010042112,0.3657475775553473,0.0201964322477579,0.0107998678199795
MCAR,0.3,S1,xgb,1004,5,0.9460287091026888,0.4542493594516158,0.018276548013091,0.0042492819997257
MCAR,0.3,S1,extratrees,1004,1,0.9441661606962152,0.5810629498912286,0.0182053208064948,0.0160064509224478
MCAR,0.3,S1,extratrees,1004,2,0.9297160009235742,0.4091072161994326,0.0191588590988005,0.0069040009469696
MCAR,0.3,S1,extratrees,1004,3,0.9473100900484877,0.5586808559363478,0.0172858812736742,0.0101876183712121
MCAR,0.3,S1,extratrees,1004,4,0.9152443715581472,0.4130231791860883,0.020011497790404,0.0065175189393939
MCAR,0.3,S1,extratrees,1004,5,0.935566488500162,0.416687672420203,0.0192005168876262,0.0119235321969696
MCAR,0.3,S1,lr_l2,1005,1,0.8384891722323417,0.3539976137708356,0.0201492776326887,0.0061353502252886
MCAR,0.3,S1,lr_l2,1005,2,0.8725980656250801,0.3469524942509205,0.0200716207952095,0.002783964241937
MCAR,0.3,S1,lr_l2,1005,3,0.9037686959644936,0.3957707764061903,0.0189154705224836,0.0067453238329561
MCAR,0.3,S1,lr_l2,1005,4,0.8852597586653709,0.3899738957141609,0.0193542392723672,0.0054726086094561
MCAR,0.3,S1,lr_l2,1005,5,0.7948959345643019,0.3252494626777891,0.0210730784559998,0.006812896711509
MCAR,0.3,S1,svm_linear_cal,1005,1,0.8236996559400931,0.3706842676402854,0.0202179237707932,0.0085188213150544
MCAR,0.3,S1,svm_linear_cal,1005,2,0.8762359219066678,0.3717718619596233,0.0201688979062536,0.0064738220855832
MCAR,0.3,S1,svm_linear_cal,1005,3,0.8668513815131224,0.3657849565226908,0.0194518226025359,0.0070814462899742
MCAR,0.3,S1,svm_linear_cal,1005,4,0.8787050534499514,0.3885540004073163,0.0200436161939558,0.0081158073730747
MCAR,0.3,S1,svm_linear_cal,1005,5,0.79261317622287,0.3247985664068533,0.0206457230147084,0.0053433107140952
MCAR,0.3,S1,rf,1005,1,0.9361971260878365,0.4718061539251434,0.0183039245219303,0.0071593581527889
MCAR,0.3,S1,rf,1005,2,0.913107057646425,0.4397712493671766,0.0187622613107878,0.0033000910942087
MCAR,0.3,S1,rf,1005,3,0.9474845429590292,0.4773961315388396,0.0177782680318813,0.0060777698863636
MCAR,0.3,S1,rf,1005,4,0.937343091998704,0.5226829424821252,0.0178852266141036,0.0133450645958266
MCAR,0.3,S1,rf,1005,5,0.9365965136054422,0.4593836911187191,0.0183249427872474,0.0043892045454545
MCAR,0.3,S1,xgb,1005,1,0.9438676381299332,0.483549169242405,0.0178545620292425,0.0061967661106926
MCAR,0.3,S1,xgb,1005,2,0.9196746966315196,0.4328249390133601,0.0182650405913591,0.0057541986521879
MCAR,0.3,S1,xgb,1005,3,0.9517637702352548,0.4932433520222586,0.0177621580660343,0.0077523549886057
MCAR,0.3,S1,xgb,1005,4,0.9432853498542274,0.5010069905590435,0.0175308603793382,0.004922174303436
MCAR,0.3,S1,xgb,1005,5,0.9242184969225786,0.4224761885482819,0.0190597660839557,0.0106187131220203
MCAR,0.3,S1,extratrees,1005,1,0.9269783444646832,0.4870420702871834,0.0192396537888203,0.012432266634868
MCAR,0.3,S1,extratrees,1005,2,0.9141255547859104,0.4734398893803359,0.0186750453756313,0.0074562026515151
MCAR,0.3,S1,extratrees,1005,3,0.9516406270042844,0.4642920292678782,0.0181047161063762,0.009924834280303
MCAR,0.3,S1,extratrees,1005,4,0.9352982264334304,0.4980850878597285,0.0195252820383677,0.0129359015204054
MCAR,0.3,S1,extratrees,1005,5,0.934068270165209,0.4493950537284409,0.0186216885653409,0.0050076941287878
MCAR,0.3,S1,lr_l2,1006,1,0.8530763003440599,0.4011568303642409,0.0192327225947771,0.0024773798079342
MCAR,0.3,S1,lr_l2,1006,2,0.8242027758536649,0.3276898192125262,0.0203974529293221,0.0047971314579822
MCAR,0.3,S1,lr_l2,1006,3,0.8900433566792376,0.3072573613193162,0.021014998801911,0.0054966863523964
MCAR,0.3,S1,lr_l2,1006,4,0.8947855928085521,0.386717535064792,0.0196505950867947,0.0088957228456334
MCAR,0.3,S1,lr_l2,1006,5,0.8654893505021056,0.3970486447411632,0.0192397377869116,0.002328376246204
MCAR,0.3,S1,svm_linear_cal,1006,1,0.8424660999797612,0.3880610840495374,0.0197389007770078,0.0045264043252588
MCAR,0.3,S1,svm_linear_cal,1006,2,0.7891326098668513,0.3193754646237444,0.0208257726480968,0.0062638812949643
MCAR,0.3,S1,svm_linear_cal,1006,3,0.8835578131814567,0.3129864135041966,0.0210199364175268,0.0063887711823086
MCAR,0.3,S1,svm_linear_cal,1006,4,0.8861505911888564,0.4081823731913754,0.0195486270800652,0.0105882682086308
MCAR,0.3,S1,svm_linear_cal,1006,5,0.8410218253968255,0.4142763444530521,0.0195125198140378,0.0076490749273126
MCAR,0.3,S1,rf,1006,1,0.9346235579842136,0.4489460972866308,0.0188312730295508,0.0074695356782854
MCAR,0.3,S1,rf,1006,2,0.9523794863901076,0.4957594487919501,0.0181218874971353,0.0066008560778209
MCAR,0.3,S1,rf,1006,3,0.9193001359706507,0.446642179111163,0.0184978781960227,0.0041790956439393
MCAR,0.3,S1,rf,1006,4,0.9425008098477486,0.5191507824007593,0.0178379064106874,0.0076026206202021
MCAR,0.3,S1,rf,1006,5,0.9449404761904764,0.5112357962998911,0.0177970954329822,0.0054046269151373
MCAR,0.3,S1,xgb,1006,1,0.9334851244687312,0.4336682797052486,0.0187417771667242,0.0059430460510733
MCAR,0.3,S1,xgb,1006,2,0.952553939300649,0.4775685270514851,0.0180393774062395,0.0078878137196521
MCAR,0.3,S1,xgb,1006,3,0.939080017445291,0.452921254670236,0.0183486826717853,0.0087191779085974
MCAR,0.3,S1,xgb,1006,4,0.9427893181081956,0.4533241970972499,0.0181945171207189,0.0047180365472792
MCAR,0.3,S1,xgb,1006,5,0.9413113459669584,0.5288606523392153,0.017090369015932,0.0048255529774533
MCAR,0.3,S1,extratrees,1006,1,0.9254604331107062,0.4608599594639678,0.0195940836039263,0.0106646648759295
MCAR,0.3,S1,extratrees,1006,2,0.9490135714102466,0.4775604488454718,0.0186926599984217,0.0088855350378787
MCAR,0.3,S1,extratrees,1006,3,0.9181661920521308,0.4369471368589386,0.019069828164457,0.006526396780303
MCAR,0.3,S1,extratrees,1006,4,0.9475699505992872,0.47924877064109,0.0184895478219696,0.0077426609848484
MCAR,0.3,S1,extratrees,1006,5,0.938567986718497,0.5224014293247098,0.0189100167015763,0.0134187121533029
MCAR,0.3,S1,lr_l2,1007,1,0.8747318356607975,0.3274138341522905,0.0205952791095383,0.0033507859448989
MCAR,0.3,S1,lr_l2,1007,2,0.8696272351779164,0.3648071896398934,0.0198813505762848,0.0065389535926097
MCAR,0.3,S1,lr_l2,1007,3,0.816742348444034,0.3471515341239981,0.0200402462066562,0.0062192423629573
MCAR,0.3,S1,lr_l2,1007,4,0.8390275753158407,0.3561846754271467,0.0195627172999421,0.0049847682957109
MCAR,0.3,S1,lr_l2,1007,5,0.9112862406867508,0.375290969646658,0.0199801776068499,0.0052891020618263
MCAR,0.3,S1,svm_linear_cal,1007,1,0.8587229305808541,0.3160939242118849,0.0208881797498322,0.0028007816482929
MCAR,0.3,S1,svm_linear_cal,1007,2,0.8621154980887145,0.3684967497927044,0.0194087661967295,0.005060193359997
MCAR,0.3,S1,svm_linear_cal,1007,3,0.80175479104133,0.3519608713634889,0.0201011881450672,0.0049096839283403
MCAR,0.3,S1,svm_linear_cal,1007,4,0.825123501781665,0.3699361115175332,0.0197294296337917,0.0089679318214185
MCAR,0.3,S1,svm_linear_cal,1007,5,0.899427032717849,0.3839520472265722,0.019895085470056,0.0067469882448191
MCAR,0.3,S1,rf,1007,1,0.9381906496660596,0.4818576601882193,0.0183242417010218,0.0068417469316777
MCAR,0.3,S1,rf,1007,2,0.9459042048282408,0.45485439882029,0.0184232541731012,0.0087182964243424
MCAR,0.3,S1,rf,1007,3,0.9422612175786962,0.4926159271137998,0.0178150433266046,0.0057514418790204
MCAR,0.3,S1,rf,1007,4,0.9296495383867832,0.481640787212198,0.0180442551522514,0.0040077111463376
MCAR,0.3,S1,rf,1007,5,0.9351969954648528,0.4685429148097458,0.0182617272825755,0.006555326214805
MCAR,0.3,S1,xgb,1007,1,0.9368498279700468,0.4842525384806,0.0179163869470357,0.0058867927585361
MCAR,0.3,S1,xgb,1007,2,0.9456887041740424,0.4360242366832735,0.0185676775872707,0.0062010623483336
MCAR,0.3,S1,xgb,1007,3,0.9238513045486032,0.467048230707864,0.0176209695637226,0.0034423707665444
MCAR,0.3,S1,xgb,1007,4,0.9343415937803692,0.4713347935720161,0.0179848298430442,0.0049078855294572
MCAR,0.3,S1,xgb,1007,5,0.9445709831551669,0.4840492467814178,0.0175177492201328,0.0033229989246799
MCAR,0.3,S1,extratrees,1007,1,0.9393569115563652,0.4739493138336981,0.0188212252987812,0.0089983433913146
MCAR,0.3,S1,extratrees,1007,2,0.9492265065804664,0.4713531230850342,0.0182422378077651,0.0089695785984848
MCAR,0.3,S1,extratrees,1007,3,0.9238564355165602,0.4692084633859327,0.0184564295296717,0.0069176136363636
MCAR,0.3,S1,extratrees,1007,4,0.934187216553288,0.4824053714463387,0.0183871251578282,0.0068525094696969
MCAR,0.3,S1,extratrees,1007,5,0.9425640792031098,0.4825889625531246,0.0184163944128787,0.0066228693181818
MCAR,0.3,S1,lr_l2,1008,1,0.8353268569115564,0.3471930165990242,0.0207143493605399,0.0082251899894369
MCAR,0.3,S1,lr_l2,1008,2,0.8566818030221401,0.3306312260990928,0.0201190367411615,0.0027806306614964
MCAR,0.3,S1,lr_l2,1008,3,0.8762410528746248,0.3748390086822715,0.0195646582310471,0.0075441371136874
MCAR,0.3,S1,lr_l2,1008,4,0.8514840459993521,0.4273004063917326,0.0187145417600195,0.0067317275390942
MCAR,0.3,S1,lr_l2,1008,5,0.8458049886621315,0.3199464902726424,0.020664909722724,0.003784011851632
MCAR,0.3,S1,svm_linear_cal,1008,1,0.8258753288807934,0.3707355713894453,0.0212185022884802,0.009397778467267
MCAR,0.3,S1,svm_linear_cal,1008,2,0.8380307344980631,0.3309851838629465,0.0202811645870233,0.0051462676574035
MCAR,0.3,S1,svm_linear_cal,1008,3,0.8402421816875755,0.3805724461144646,0.0196137195731011,0.0052700353904357
MCAR,0.3,S1,svm_linear_cal,1008,4,0.8395236070618725,0.4122094818071088,0.0191772727232328,0.0095037101271442
MCAR,0.3,S1,svm_linear_cal,1008,5,0.8411078717201166,0.3334763931818303,0.0208897991548713,0.0063281852144648
MCAR,0.3,S1,rf,1008,1,0.9381855899615462,0.4693539773296192,0.0183793134450721,0.0078816090217622
MCAR,0.3,S1,rf,1008,2,0.9302188357833704,0.4066318401087551,0.0190620221547793,0.0029374355298195
MCAR,0.3,S1,rf,1008,3,0.9526616896277484,0.5071416888565704,0.0176591603082116,0.0095222327889618
MCAR,0.3,S1,rf,1008,4,0.9381883705863296,0.5607217778636777,0.0169579492209827,0.0080215778093264
MCAR,0.3,S1,rf,1008,5,0.912885689990282,0.4305755570494505,0.018852009758187,0.0036539402511762
MCAR,0.3,S1,xgb,1008,1,0.9397895162922484,0.4512860924326263,0.0183164943009614,0.0051840472980421
MCAR,0.3,S1,xgb,1008,2,0.940496164601452,0.4342346935697992,0.0184210091829299,0.0056479487569835
MCAR,0.3,S1,xgb,1008,3,0.9623335642268912,0.5390980873574563,0.0170166958123445,0.0085925134685618
MCAR,0.3,S1,xgb,1008,4,0.925306729834791,0.4647933727107347,0.0181175637990236,0.003754713474946
MCAR,0.3,S1,xgb,1008,5,0.922214123744736,0.4657795824039634,0.0182282961905002,0.009909700928228
MCAR,0.3,S1,extratrees,1008,1,0.9296979356405586,0.4720662655494606,0.0188343006744763,0.0086954206602768
MCAR,0.3,S1,extratrees,1008,2,0.9304753841812258,0.4210417419179276,0.0190749940814393,0.0023697916666666
MCAR,0.3,S1,extratrees,1008,3,0.9533979835295928,0.5076549990923733,0.0178297861426767,0.0142542613636363
MCAR,0.3,S1,extratrees,1008,4,0.9328712139617752,0.5547981426217188,0.0175137004813762,0.0098573626893939
MCAR,0.3,S1,extratrees,1008,5,0.9196327340459994,0.4625135231705866,0.0186052655460858,0.0075177556818181
MCAR,0.3,S1,lr_l2,1009,1,0.8682756527018821,0.3579148045063802,0.020134607615411,0.0047866815375286
MCAR,0.3,S1,lr_l2,1009,2,0.8473844890838657,0.3275374468279415,0.0209682670721261,0.0056707449992514
MCAR,0.3,S1,lr_l2,1009,3,0.8326791349188024,0.3051793580453693,0.02020338854471,0.0040959687027807
MCAR,0.3,S1,lr_l2,1009,4,0.8968051506316812,0.4366065628153328,0.0185656149491983,0.0049046988126575
MCAR,0.3,S1,lr_l2,1009,5,0.8459062196307093,0.3687075065698426,0.0194848612004703,0.0035492420344441
MCAR,0.3,S1,svm_linear_cal,1009,1,0.8605494839101397,0.3598598393809487,0.0206016129254166,0.0075813375015203
MCAR,0.3,S1,svm_linear_cal,1009,2,0.8386207958131302,0.3361477978891335,0.0213237130396345,0.0061844841264467
MCAR,0.3,S1,svm_linear_cal,1009,3,0.8271838682367428,0.3202340413764398,0.0207000067127124,0.0084215006891576
MCAR,0.3,S1,svm_linear_cal,1009,4,0.8830883543893748,0.4323136847461711,0.0192118641926888,0.0069124031791976
MCAR,0.3,S1,svm_linear_cal,1009,5,0.830539358600583,0.3893359815843067,0.0194635907727653,0.0052297643533612
MCAR,0.3,S1,rf,1009,1,0.940664845173042,0.5055307143374163,0.017935163024348,0.0064071843763456
MCAR,0.3,S1,rf,1009,2,0.9245901639344262,0.4138201964339853,0.0189680465188337,0.0051588854977299
MCAR,0.3,S1,rf,1009,3,0.9331280946150492,0.4765362051841469,0.0182608374953637,0.0077596801755678
MCAR,0.3,S1,rf,1009,4,0.9137689301911242,0.4986670784174051,0.0176387547348484,0.0055089962121212
MCAR,0.3,S1,rf,1009,5,0.9430373339812116,0.5316226645471837,0.0177255628148273,0.0092015843803595
MCAR,0.3,S1,xgb,1009,1,0.937568306010929,0.5321912787947777,0.0167291704565286,0.0043404794673125
MCAR,0.3,S1,xgb,1009,2,0.9290900228328076,0.4668931270351829,0.0179818030446767,0.0053539890759876
MCAR,0.3,S1,xgb,1009,3,0.9436363169912004,0.4435811776002942,0.018248988315463,0.0054699338295863
MCAR,0.3,S1,xgb,1009,4,0.944611475542598,0.5533196753314706,0.0167252607643604,0.0084853046947909
MCAR,0.3,S1,xgb,1009,5,0.9497843780369292,0.5154638094375841,0.0169798005372285,0.0028935856963492
MCAR,0.3,S1,extratrees,1009,1,0.941684375632463,0.4866053689654364,0.0183546757287106,0.0070006508105549
MCAR,0.3,S1,extratrees,1009,2,0.9193078324225864,0.4307675105088869,0.0188431946417298,0.0073739346590909
MCAR,0.3,S1,extratrees,1009,3,0.9176736191282486,0.4637222731605082,0.019596302393051,0.0104341249909109
MCAR,0.3,S1,extratrees,1009,4,0.9234288953676708,0.5171108650693388,0.0180083935053661,0.0088713304924242
MCAR,0.3,S1,extratrees,1009,5,0.9482330134434724,0.5185201696698036,0.0181576191603535,0.0106261837121212
MCAR,0.3,S1,lr_l2,1010,1,0.8095577818255414,0.3290143346388419,0.0202802876626156,0.0059923351984724
MCAR,0.3,S1,lr_l2,1010,2,0.9075656122527516,0.3556310220885298,0.0199540228145646,0.0052898719866794
MCAR,0.3,S1,lr_l2,1010,3,0.8586572256856256,0.3535440351520281,0.0196662848300634,0.0044561128820482
MCAR,0.3,S1,lr_l2,1010,4,0.8567834872044057,0.4173262965939636,0.0186705683712275,0.0052215058720742
MCAR,0.3,S1,lr_l2,1010,5,0.8285957240038873,0.3618819090310008,0.0201383033373978,0.0037833526399021
MCAR,0.3,S1,svm_linear_cal,1010,1,0.7823062133171422,0.3113750448410363,0.0205263453596846,0.0042189251139555
MCAR,0.3,S1,svm_linear_cal,1010,2,0.9024910849431746,0.368905642360134,0.0203543299817161,0.0091624716049616
MCAR,0.3,S1,svm_linear_cal,1010,3,0.8419405320813772,0.3607932252200224,0.0196493741095039,0.0070988605381089
MCAR,0.3,S1,svm_linear_cal,1010,4,0.8526178328474248,0.4233845304918299,0.0188932755548696,0.0079294739601049
MCAR,0.3,S1,svm_linear_cal,1010,5,0.7964194606413993,0.3436461910542916,0.0205162769455079,0.0042761362375471
MCAR,0.3,S1,rf,1010,1,0.9039769277474194,0.4113294006001515,0.0194710649783152,0.0055320052229034
MCAR,0.3,S1,rf,1010,2,0.9522871289668796,0.4915751495816811,0.0175885380227524,0.0082729822356039
MCAR,0.3,S1,rf,1010,3,0.9348803201724004,0.4614328735060847,0.0182699593592171,0.0086529356060606
MCAR,0.3,S1,rf,1010,4,0.9297254616132168,0.5655559621603343,0.0169403020410662,0.0100584422734095
MCAR,0.3,S1,rf,1010,5,0.9349034256559766,0.4686194260186396,0.0183140358664772,0.0054646070075757
MCAR,0.3,S1,xgb,1010,1,0.9008753288807934,0.3619334311037807,0.02014721930027,0.0090693372163645
MCAR,0.3,S1,xgb,1010,2,0.9633135791066983,0.5066641609789198,0.0168565940111875,0.0072432378390617
MCAR,0.3,S1,xgb,1010,3,0.9415736678724442,0.4036055292355925,0.0194175541400909,0.0061435757810334
MCAR,0.3,S1,xgb,1010,4,0.9346250404923876,0.5412393993351405,0.0163150783628225,0.0023816763447154
MCAR,0.3,S1,xgb,1010,5,0.9362599206349206,0.4508211089606234,0.0183671712875366,0.0069724078134382
MCAR,0.3,S1,extratrees,1010,1,0.9038352560210484,0.4284493687556586,0.0194893612195795,0.0042829250976215
MCAR,0.3,S1,extratrees,1010,2,0.9582339208291644,0.496350256822985,0.0179049459438131,0.0128811553030303
MCAR,0.3,S1,extratrees,1010,3,0.9431693989071036,0.4794530883414406,0.0180820539378156,0.0071265388257575
MCAR,0.3,S1,extratrees,1010,4,0.9274629494655006,0.5546671093283372,0.0174869890309343,0.0081214488636363
MCAR,0.3,S1,extratrees,1010,5,0.9325548671849692,0.4685813051843251,0.019719525581833,0.0103764831144822
MCAR,0.3,S1,lr_l2,1011,1,0.8599625581866018,0.3856405214178127,0.0192629139441002,0.0050276623351637
MCAR,0.3,S1,lr_l2,1011,2,0.8506631776084558,0.4612367151512765,0.0174922972318172,0.0061435352864606
MCAR,0.3,S1,lr_l2,1011,3,0.8680622899509993,0.3365342400777495,0.02005041459097,0.0048537871059419
MCAR,0.3,S1,lr_l2,1011,4,0.8388959750566893,0.3699810349078735,0.0196161858087767,0.0044508764162695
MCAR,0.3,S1,lr_l2,1011,5,0.8319565921606739,0.3324723442127215,0.0203623491205667,0.0043269405909946
MCAR,0.3,S1,svm_linear_cal,1011,1,0.8479761181946974,0.4066954661659747,0.0190876347212572,0.0063333019710667
MCAR,0.3,S1,svm_linear_cal,1011,2,0.8389132609866852,0.4503149611826826,0.017833895978399,0.0091993567500896
MCAR,0.3,S1,svm_linear_cal,1011,3,0.867513276379589,0.3607039597162637,0.0196324905113527,0.0052682629449547
MCAR,0.3,S1,svm_linear_cal,1011,4,0.8184422578555233,0.3643709445171973,0.0198531569724646,0.0042821734068428
MCAR,0.3,S1,svm_linear_cal,1011,5,0.8114320132815032,0.3354603977105168,0.0203202392349617,0.0018003444860177
