mechanism,rate,split,model,seed,auroc_mean,ap_mean,brier_mean,ece_mean,auroc_std,ap_std,brier_std
MAR,0.0,S2,rf,1003,0.9487448222789456,0.5467068954919867,0.016624653811603822,0.00783497527085628,0.004519174714148234,0.07448153708323331,0.0009612393974698905
MAR,0.0,S2,rf,1004,0.9507868502472464,0.5562853758358273,0.016607380701247558,0.0084674403493006,0.006631923767927896,0.07790182578460354,0.0009182591121296305
MAR,0.0,S2,rf,1005,0.9516789153913191,0.5444330393732876,0.016620723048702803,0.00687164146632976,0.006661063364482488,0.07267820397367697,0.0010274489090023181
MAR,0.0,S2,rf,1006,0.9494840607215206,0.5463492867729902,0.01687305043106732,0.00936332379690348,0.0033727884173649428,0.06525147122156953,0.001094798103798662
MAR,0.0,S2,rf,1007,0.9494855057516386,0.5530931579028086,0.01659743547523438,0.00782817123434738,0.0044551498396370095,0.06569365816778121,0.0009395193434438761
MAR,0.0,S2,rf,1008,0.9474312804940148,0.5400327061436784,0.016891879755414417,0.00865233393500222,0.002024976979644889,0.08200221229115182,0.0010742187355011065
MAR,0.0,S2,rf,1009,0.9499651733909303,0.5416031129632612,0.016745838916584203,0.00742469340870182,0.006716368644773286,0.08080621749001474,0.0010278757277331612
MAR,0.0,S2,rf,1010,0.946493336631051,0.5411637399776581,0.01674728409280904,0.00701954040478754,0.005924825199989719,0.08038136504652814,0.000883512103078298
MAR,0.0,S2,rf,1011,0.9477520504163504,0.5420289123375543,0.016867278253457497,0.00833422801087652,0.004599099224872572,0.06078872625313666,0.0011554038875948522
MAR,0.0,S2,rf,1012,0.9461269174398155,0.5486476903467729,0.01662465212797222,0.00833810606659632,0.007287646269599819,0.07261062455853004,0.0008705595956917752
MAR,0.0,S2,rf,1013,0.9499714903955647,0.5377891118473433,0.01690259228974466,0.007385716088632579,0.004358782744772166,0.07370986561866626,0.001173572042952064
